,Symbol,Company name,Security type,ISIN code,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,hashtags,cashtags
1929,WDS,WOODSIDE ENERGY,ORDINARY FULLY PAID,AU0000224040,,,,,,,,,,#WDS,$WDS
1930,WOW,WOOLWORTHS GROUP LTD,ORDINARY FULLY PAID,AU000000WOW2,,,,,,,,,,#WOW,$WOW
1931,WML,WOOMERA MINING LTD,ORDINARY FULLY PAID,AU0000004053,,,,,,,,,,#WML,$WML
1932,WOR,WORLEY LIMITED,ORDINARY FULLY PAID,AU000000WOR2,,,,,,,,,,#WOR,$WOR
1933,WRK,WRKR LTD,ORDINARY FULLY PAID,AU0000192064,,,,,,,,,,#WRK,$WRK
1934,WTL,WT FINANCIAL GRP LTD,ORDINARY FULLY PAID,AU0000065054,,,,,,,,,,#WTL,$WTL
1935,X2M,X2M CONNECT LIMITED,ORDINARY FULLY PAID,AU0000168676,,,,,,,,,,#X2M,$X2M
1936,XAM,XANADU MINES LTD,ORDINARY FULLY PAID,AU000000XAM0,,,,,,,,,,#XAM,$XAM
1937,XTC,XANTIPPE RES LTD,ORDINARY FULLY PAID,AU0000076879,,,,,,,,,,#XTC,$XTC
1938,XRO,XERO LTD,ORDINARY FULLY PAID,NZXROE0001S2,,,,,,,,,,#XRO,$XRO
1939,XPN,XPON TECHNOLOGIES,ORDINARY FULLY PAID,AU0000189664,,,,,,,,,,#XPN,$XPN
1940,XRG,XREALITY GROUP LTD,ORDINARY FULLY PAID,AU0000196065,,,,,,,,,,#XRG,$XRG
1941,XF1,XREF LIMITED,ORDINARY FULLY PAID,AU0000038531,,,,,,,,,,#XF1,$XF1
1942,XRF,XRF SCIENTIFIC,ORDINARY FULLY PAID,AU000000XRF8,,,,,,,,,,#XRF,$XRF
1943,XST,XSTATE RESOURCES,ORDINARY FULLY PAID,AU000000XST7,,,,,,,,,,#XST,$XST
1944,XTE,XTEK LIMITED.,ORDINARY FULLY PAID,AU000000XTE7,,,,,,,,,,#XTE,$XTE
1945,YAL,YANCOAL AUST LTD,ORDINARY FULLY PAID,AU000000YAL0,,,,,,,,,,#YAL,$YAL
1946,YRL,YANDAL RESOURCES,ORDINARY FULLY PAID,AU0000028409,,,,,,,,,,#YRL,$YRL
1947,YBR,YELLOW BRICK ROAD,ORDINARY FULLY PAID,AU000000YBR5,,,,,,,,,,#YBR,$YBR
1948,YOJ,YOJEE LIMITED,ORDINARY FULLY PAID,AU000000YOJ5,,,,,,,,,,#YOJ,$YOJ
1949,YOW,YOWIE GROUP,ORDINARY FULLY PAID,AU000000YOW8,,,,,,,,,,#YOW,$YOW
1950,YPB,YPB GROUP LTD,ORDINARY FULLY PAID,AU000000YPB9,,,,,,,,,,#YPB,$YPB
1951,ZLD,ZELIRA THERAPEUTICS,ORDINARY FULLY PAID,AU000000ZLD1,,,,,,,,,,#ZLD,$ZLD
1952,ZNC,ZENITH MINERALS LTD,ORDINARY FULLY PAID,AU000000ZNC9,,,,,,,,,,#ZNC,$ZNC
1953,ZEO,ZEOTECH LIMITED,ORDINARY FULLY PAID,AU0000122285,,,,,,,,,,#ZEO,$ZEO
1954,ZER,ZETA RESOURCES LTD,ORDINARY FULLY PAID,BMG9895P1068,,,,,,,,,,#ZER,$ZER
1955,ZEU,ZEUS RESOURCES LTD,ORDINARY FULLY PAID,AU000000ZEU0,,,,,,,,,,#ZEU,$ZEU
1956,ZGL,ZICOM GROUP LIMITED,ORDINARY FULLY PAID,AU000000ZGL4,,,,,,,,,,#ZGL,$ZGL
1957,ZMM,ZIMI LTD,ORDINARY FULLY PAID,AU0000147753,,,,,,,,,,#ZMM,$ZMM
1958,ZMI,ZINC OF IRELAND NL,ORDINARY FULLY PAID,AU000000ZMI8,,,,,,,,,,#ZMI,$ZMI
1959,ZIP,ZIP CO LTD..,ORDINARY FULLY PAID,AU0000218307,,,,,,,,,,#ZIP,$ZIP
1960,Z2U,ZOOM2UTECHNOLOGIES,ORDINARY FULLY PAID,AU0000169906,,,,,,,,,,#Z2U,$Z2U
1961,ZNO,ZOONO GROUP LTD,ORDINARY FULLY PAID,AU000000ZNO4,,,,,,,,,,#ZNO,$ZNO
1962,ZAG,ZULEIKA GOLD LTD,ORDINARY FULLY PAID,AU0000135220,,,,,,,,,,#ZAG,$ZAG
1963,A,Agilent Technologies Inc. Common Stock,,,$118.77,0.87,0.738%,35477555811.0,United States,1999.0,1611480.0,Industrials,Electrical Products,#A,$A
1964,AAP,Advance Auto Parts Inc.,,,$173.09,-3.63,-2.054%,10496147309.0,United States,,999914.0,Consumer Discretionary,Auto & Home Supply Stores,#AAP,$AAP
1965,AAPL,Apple Inc. Common Stock,,,$136.72,-2.51,-1.803%,2370361124800.0,United States,1980.0,98862241.0,Technology,Computer Manufacturing,#AAPL,$AAPL
1966,ABB,ABB Ltd Common Stock,,,$26.73,-0.15,-0.558%,50801697678.0,Switzerland,,2095476.0,Energy,Electrical Products,#ABB,$ABB
1967,ABBV,AbbVie Inc. Common Stock,,,$153.16,-0.98,-0.636%,270650580312.0,United States,2012.0,7289157.0,Health Care,Other Pharmaceuticals,#ABBV,$ABBV
1968,ABC,AmerisourceBergen Corporation Common Stock,,,$141.48,-2.1,-1.463%,29634973794.0,United States,,1299383.0,Health Care,Other Pharmaceuticals,#ABC,$ABC
1969,ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),,,$2.51,-0.07,-2.713%,39505731402.0,,2013.0,27500376.0,Consumer Staples,Beverages (Production/Distribution),#ABEV,$ABEV
1970,ABMD,ABIOMED Inc. Common Stock,,,$247.51,-8.98,-3.501%,11277530047.0,United States,,356697.0,Health Care,Medical/Dental Instruments,#ABMD,$ABMD
1971,ABNB,Airbnb Inc. Class A Common Stock,,,$89.08,-4.85,-5.163%,53127223544.0,United States,2020.0,9002780.0,Consumer Discretionary,Hotels/Resorts,#ABNB,$ABNB
1972,ABT,Abbott Laboratories Common Stock,,,$108.65,-0.45,-0.412%,190239879700.0,United States,,6070923.0,Health Care,Medical/Dental Instruments,#ABT,$ABT
1973,ACGL,Arch Capital Group Ltd. Common Stock,,,$45.49,0.86,1.927%,17088391057.0,Bermuda,,2488761.0,Finance,Property-Casualty Insurers,#ACGL,$ACGL
1974,ACI,Albertsons Companies Inc. Class A Common Stock,,,$26.72,-1.43,-5.08%,14204074673.0,United States,2020.0,9126268.0,Consumer Staples,Food Chains,#ACI,$ACI
1975,ACN,Accenture plc Class A Ordinary Shares (Ireland),,,$277.65,-2.16,-0.772%,175626871404.0,Ireland,2001.0,2562236.0,Consumer Discretionary,Business Services,#ACN,$ACN
1976,ADBE,Adobe Inc. Common Stock,,,$366.06,-2.44,-0.662%,172963350000.0,United States,1986.0,2594839.0,Technology,Computer Software: Prepackaged Software,#ADBE,$ADBE
1977,ADI,Analog Devices Inc. Common Stock,,,$146.09,-1.18,-0.801%,75938462631.0,United States,,4155317.0,Technology,Semiconductors,#ADI,$ADI
1978,ADM,Archer-Daniels-Midland Company Common Stock,,,$77.60,0.36,0.466%,43666124194.0,United States,,3970958.0,,,#ADM,$ADM
1979,ADP,Automatic Data Processing Inc. Common Stock,,,$210.04,-2.15,-1.013%,87743611806.0,United States,,2226664.0,Consumer Discretionary,Business Services,#ADP,$ADP
1980,ADSK,Autodesk Inc. Common Stock,,,$171.96,-4.89,-2.765%,37362128372.0,United States,,1706919.0,Technology,Computer Software: Prepackaged Software,#ADSK,$ADSK
1981,AEE,Ameren Corporation Common Stock,,,$90.36,0.72,0.803%,23333347082.0,United States,,2035175.0,Utilities,Power Generation,#AEE,$AEE
1982,AEM,Agnico Eagle Mines Limited Common Stock,,,$45.76,-2.0,-4.188%,20853113882.0,Canada,,2802892.0,,,#AEM,$AEM
1983,AEP,American Electric Power Company Inc. Common Stock,,,$95.94,0.57,0.598%,49269428245.0,United States,,3046752.0,Utilities,Electric Utilities: Central,#AEP,$AEP
1984,AER,AerCap Holdings N.V. Ordinary Shares,,,$40.94,0.6,1.487%,10055636620.0,Netherlands,2006.0,1184094.0,Consumer Discretionary,Diversified Commercial Services,#AER,$AER
1985,AES,The AES Corporation Common Stock,,,$21.01,0.65,3.193%,14031731141.0,United States,,7777645.0,Utilities,Electric Utilities: Central,#AES,$AES
1986,AFG,American Financial Group Inc. Common Stock,,,$138.81,2.89,2.126%,11813012229.0,United States,,382316.0,Finance,Property-Casualty Insurers,#AFG,$AFG
1987,AFL,AFLAC Incorporated Common Stock,,,$55.33,-0.13,-0.234%,35641623888.0,United States,,2691319.0,Finance,Accident &Health Insurance,#AFL,$AFL
1988,AGR,Avangrid Inc. Common Stock,,,$46.12,0.06,0.13%,17836300017.0,United States,2015.0,700768.0,Utilities,Electric Utilities: Central,#AGR,$AGR
1989,AIG,American International Group Inc. New Common Stock,,,$51.13,0.33,0.65%,44049810779.0,United States,,4068735.0,Finance,Life Insurance,#AIG,$AIG
1990,AJG,Arthur J. Gallagher & Co. Common Stock,,,$163.04,-0.16,-0.098%,34249486720.0,United States,,876817.0,Finance,Specialty Insurers,#AJG,$AJG
1991,AKAM,Akamai Technologies Inc. Common Stock,,,$91.33,-0.8,-0.868%,14640673277.0,United States,1999.0,1788488.0,Consumer Discretionary,Business Services,#AKAM,$AKAM
1992,ALB,Albemarle Corporation Common Stock,,,$208.98,-2.91,-1.373%,24474210374.0,United States,,1250414.0,Industrials,Industrial Specialties,#ALB,$ALB
1993,ALC,Alcon Inc. Ordinary Shares,,,$69.89,0.67,0.968%,34252179102.0,Switzerland,2019.0,799750.0,Health Care,Ophthalmic Goods,#ALC,$ALC
1994,ALGN,Align Technology Inc. Common Stock,,,$236.67,-5.48,-2.263%,18650908808.0,United States,2001.0,835848.0,Health Care,Industrial Specialties,#ALGN,$ALGN
1995,ALL,Allstate Corporation (The) Common Stock,,,$126.73,1.31,1.044%,34848595337.0,United States,,1472678.0,Finance,Property-Casualty Insurers,#ALL,$ALL
1996,ALLY,Ally Financial Inc. Common Stock,,,$33.51,-0.57,-1.673%,10825273705.0,United States,2014.0,3364519.0,Finance,Diversified Financial Services,#ALLY,$ALLY
1997,ALNY,Alnylam Pharmaceuticals Inc. Common Stock,,,$145.85,0.42,0.289%,17620657580.0,United States,2004.0,837703.0,Health Care,Biotechnology: Pharmaceutical Preparations,#ALNY,$ALNY
1998,AMAT,Applied Materials Inc. Common Stock,,,$90.98,-0.96,-1.044%,79147803261.0,United States,1972.0,8179641.0,Technology,Semiconductors,#AMAT,$AMAT
1999,AMCR,Amcor plc Ordinary Shares,,,$12.43,-0.12,-0.956%,18679390118.0,,2019.0,8977562.0,Consumer Discretionary,Miscellaneous manufacturing industries,#AMCR,$AMCR
2000,AMD,Advanced Micro Devices Inc. Common Stock,,,$76.47,-1.52,-1.949%,124444599638.0,United States,,105225712.0,Technology,Semiconductors,#AMD,$AMD
2001,AME,AMETEK Inc.,,,$109.89,-0.65,-0.588%,25374700889.0,United States,,1209975.0,Consumer Discretionary,Metal Fabrications,#AME,$AME
2002,AMGN,Amgen Inc. Common Stock,,,$243.30,-2.13,-0.868%,129970843699.0,United States,1983.0,3033807.0,Health Care,Biotechnology: Pharmaceutical Preparations,#AMGN,$AMGN
2003,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,,,$35.44,-0.01,-0.028%,12343502609.0,,2013.0,2211371.0,Real Estate,Real Estate Investment Trusts,#AMH,$AMH
2004,AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,,,$20.18,0.06,0.298%,64450884000.0,Mexico,,2435.0,Telecommunications,Telecommunications Equipment,#AMOV,$AMOV
2005,AMP,Ameriprise Financial Inc. Common Stock,,,$237.68,-2.32,-0.967%,26122098708.0,United States,,859674.0,Finance,Investment Managers,#AMP,$AMP
2006,AMT,American Tower Corporation (REIT) Common Stock,,,$255.59,2.43,0.96%,118985430717.0,United States,,1938062.0,Finance,Trusts Except Educational Religious and Charitable,#AMT,$AMT
2007,AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,,,$20.43,0.13,0.64%,65249334000.0,Mexico,,1902100.0,Telecommunications,Telecommunications Equipment,#AMX,$AMX
2008,AMZN,Amazon.com Inc. Common Stock,,,$106.21,-2.71,-2.488%,1080887295722.0,United States,1997.0,97601771.0,Consumer Discretionary,Catalog/Specialty Distribution,#AMZN,$AMZN
2009,ANET,Arista Networks Inc. Common Stock,,,$93.74,-1.19,-1.254%,28896624052.0,,2014.0,1522020.0,Technology,Computer peripheral equipment,#ANET,$ANET
2010,ANSS,ANSYS Inc. Common Stock,,,$239.29,-2.17,-0.899%,20815865815.0,United States,1996.0,435143.0,Technology,Computer Software: Prepackaged Software,#ANSS,$ANSS
2011,AON,Aon plc Class A Ordinary Shares (Ireland),,,$269.68,0.8,0.298%,57275690691.0,United States,,860030.0,Finance,Specialty Insurers,#AON,$AON
2012,APA,APA Corporation Common Stock,,,$34.90,-1.2,-3.324%,11804311179.0,United States,,8200247.0,Energy,Oil & Gas Production,#APA,$APA
2013,APD,Air Products and Chemicals Inc. Common Stock,,,$240.48,-2.65,-1.09%,53332049677.0,United States,,1199366.0,Industrials,Specialty Chemicals,#APD,$APD
2014,APH,Amphenol Corporation Common Stock,,,$64.38,0.01,0.016%,38443778175.0,United States,,2314682.0,Technology,Electrical Products,#APH,$APH
2015,APO,Apollo Global Management Inc. (New) Common Stock,,,$48.48,-1.2,-2.415%,27849748371.0,,,3794375.0,Finance,Investment Managers,#APO,$APO
2016,APP,Applovin Corporation Class A Common Stock,,,$34.44,-1.11,-3.122%,13019901864.0,United States,2021.0,3003734.0,Technology,EDP Services,#APP,$APP
2017,APTV,Aptiv PLC Ordinary Shares,,,$89.07,-3.7,-3.988%,24131817490.0,United Kingdom,2011.0,2450518.0,Consumer Discretionary,Auto Parts:O.E.M.,#APTV,$APTV
2018,ARE,Alexandria Real Estate Equities Inc. Common Stock,,,$145.03,0.49,0.339%,23671492472.0,United States,,1357167.0,Real Estate,Real Estate Investment Trusts,#ARE,$ARE
2019,ARGX,argenx SE American Depositary Shares,,,$378.88,5.3,1.419%,20549936681.0,Netherlands,2017.0,389158.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),#ARGX,$ARGX
2020,ASML,ASML Holding N.V. New York Registry Shares,,,$475.88,-8.74,-1.803%,191590055594.0,Netherlands,1995.0,865175.0,Technology,Industrial Machinery/Components,#ASML,$ASML
2021,ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,,,$5.17,-0.14,-2.637%,11066215233.0,,2018.0,6110787.0,Technology,Semiconductors,#ASX,$ASX
2022,ATO,Atmos Energy Corporation Common Stock,,,$112.10,1.2,1.082%,15583582845.0,United States,,829550.0,Utilities,Oil/Gas Transmission,#ATO,$ATO
2023,ATVI,Activision Blizzard Inc. Common Stock,,,$77.86,-0.1,-0.128%,60877291410.0,United States,,4204078.0,Consumer Discretionary,Recreational Games/Products/Toys,#ATVI,$ATVI
2024,AVB,AvalonBay Communities Inc. Common Stock,,,$194.25,-0.83,-0.425%,27159690012.0,United States,,867535.0,Real Estate,Real Estate Investment Trusts,#AVB,$AVB
2025,AVGO,Broadcom Inc. Common Stock,,,$485.81,-4.6,-0.938%,196178676837.0,United States,2009.0,1888548.0,Technology,Semiconductors,#AVGO,$AVGO
2026,AVTR,Avantor Inc. Common Stock,,,$31.10,-0.4,-1.27%,18981542434.0,,2019.0,4220166.0,Industrials,Industrial Specialties,#AVTR,$AVTR
2027,AVY,Avery Dennison Corporation Common Stock,,,$161.87,-2.13,-1.299%,13227091475.0,United States,,616288.0,Miscellaneous,Office Equipment/Supplies/Services,#AVY,$AVY
2028,AWK,American Water Works Company Inc. Common Stock,,,$148.77,2.95,2.023%,27039434871.0,United States,2008.0,923607.0,Utilities,Water Supply,#AWK,$AWK
2029,AXP,American Express Company Common Stock,,,$138.62,-0.85,-0.609%,104389215736.0,United States,,4123054.0,Finance,Finance: Consumer Services,#AXP,$AXP
2030,AZN,AstraZeneca PLC American Depositary Shares,,,$66.07,-0.95,-1.417%,204747046670.0,United Kingdom,,4731269.0,Health Care,Biotechnology: Pharmaceutical Preparations,#AZN,$AZN
2031,AZO,AutoZone Inc. Common Stock,,,$2149.12,9.12,0.426%,41881188763.0,United States,,232853.0,,,#AZO,$AZO
2032,AZPN,Aspen Technology Inc. Common Stock,,,$183.68,-10.35,-5.334%,11419144796.0,United States,,240571.0,Technology,EDP Services,#AZPN,$AZPN
2033,BA,Boeing Company (The) Common Stock,,,$136.72,-1.73,-1.25%,80888451088.0,United States,,8448063.0,Industrials,Aerospace,#BA,$BA
2034,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,,,$113.68,-2.35,-2.025%,304094000000.0,China,2014.0,13771773.0,Consumer Discretionary,Catalog/Specialty Distribution,#BABA,$BABA
2035,BAC,Bank of America Corporation Common Stock,,,$31.13,-0.73,-2.291%,268566371944.0,United States,,46287999.0,Finance,Major Banks,#BAC,$BAC
2036,BAH,Booz Allen Hamilton Holding Corporation Common Stock,,,$90.36,1.83,2.067%,11960008125.0,United States,2010.0,1550776.0,Consumer Discretionary,Professional Services,#BAH,$BAH
2037,BALL,Ball Corporation Common Stock,,,$68.77,0.42,0.614%,21991881621.0,United States,,2179514.0,Industrials,Containers/Packaging,#BALL,$BALL
2038,BAM,Brookfield Asset Management Inc. Common Stock,,,$44.47,-0.22,-0.492%,72996612976.0,Canada,1925.0,2002399.0,Consumer Discretionary,Other Consumer Services,#BAM,$BAM
2039,BAX,Baxter International Inc. Common Stock,,,$64.23,-1.58,-2.401%,32341646988.0,United States,,3410807.0,Health Care,Medical/Dental Instruments,#BAX,$BAX
2040,BBD,Banco Bradesco Sa American Depositary Shares,,,$3.26,-0.11,-3.264%,34746670971.0,Brazil,,39770043.0,Finance,Commercial Banks,#BBD,$BBD
2041,BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),,,$2.73,-0.1,-3.534%,29097672316.0,Brazil,,47586.0,Finance,Commercial Banks,#BBDO,$BBDO
2042,BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,,,$4.52,-0.05,-1.094%,28759622791.0,Spain,,3460838.0,Finance,Commercial Banks,#BBVA,$BBVA
2043,BBY,Best Buy Co. Inc. Common Stock,,,$65.19,-1.96,-2.919%,14678728452.0,United States,,3485337.0,Consumer Discretionary,Consumer Electronics/Video Chains,#BBY,$BBY
2044,BCE,BCE Inc. Common Stock,,,$49.18,-0.03,-0.061%,44842324000.0,Canada,,1188307.0,,,#BCE,$BCE
2045,BCS,Barclays PLC Common Stock,,,$7.60,-0.12,-1.554%,31429465486.0,United Kingdom,,5528745.0,Finance,Commercial Banks,#BCS,$BCS
2046,BDX,Becton Dickinson and Company Common Stock,,,$246.53,-2.81,-1.127%,70276982987.0,United States,,1403109.0,Health Care,Medical/Dental Instruments,#BDX,$BDX
2047,BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),,,$17.95,0.19,1.07%,22696104483.0,China,2020.0,7991571.0,Finance,Real Estate,#BEKE,$BEKE
2048,BEN,Franklin Resources Inc. Common Stock,,,$23.31,0.04,0.172%,11653231867.0,United States,,3988090.0,Finance,Investment Managers,#BEN,$BEN
2049,BG,Bunge Limited Bunge Limited,,,$90.69,-0.79,-0.864%,13760560479.0,United States,2001.0,1729759.0,,,#BG,$BG
2050,BGNE,BeiGene Ltd. American Depositary Shares,,,$161.85,-0.44,-0.271%,16715422103.0,Cayman Islands,2016.0,296269.0,Health Care,Biotechnology: Pharmaceutical Preparations,#BGNE,$BGNE
2051,BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),,,$56.18,-2.01,-3.454%,142200658407.0,Australia,,3593988.0,Basic Materials,Metal Mining,#BHP,$BHP
2052,BHVN,Biohaven Pharmaceutical Holding Company Ltd. Common Shares,,,$145.71,0.06,0.041%,10351701904.0,United States,2017.0,904667.0,Health Care,Biotechnology: Pharmaceutical Preparations,#BHVN,$BHVN
2053,BIDU,Baidu Inc. ADS,,,$148.73,-2.59,-1.712%,51393727798.0,China,2005.0,3074539.0,Technology,Computer Software: Programming Data Processing,#BIDU,$BIDU
2054,BIIB,Biogen Inc. Common Stock,,,$203.94,-1.29,-0.629%,29867423531.0,United States,,1186197.0,Health Care,Biotechnology: Pharmaceutical Preparations,#BIIB,$BIIB
2055,BILL,Bill.com Holdings Inc. Common Stock,,,$109.94,-4.61,-4.024%,11463210068.0,,2019.0,1556455.0,Technology,Computer Software: Prepackaged Software,#BILL,$BILL
2056,BIO,Bio-Rad Laboratories Inc. Class A Common Stock,,,$495.00,-1.07,-0.216%,14694650685.0,United States,1980.0,132051.0,Industrials,Biotechnology: Laboratory Analytical Instruments,#BIO,$BIO
2057,BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,,,$38.22,1.18,3.186%,17506438737.0,Bermuda,,679442.0,Consumer Discretionary,Marine Transportation,#BIP,$BIP
2058,BK,The Bank of New York Mellon Corporation Common Stock,,,$41.71,-0.7,-1.651%,33693264716.0,United States,,3223506.0,Finance,Investment Managers,#BK,$BK
2059,BKI,Black Knight Inc. Common Stock ,,,$65.39,-0.07,-0.107%,10198609809.0,,2017.0,1284594.0,Technology,Computer Software: Prepackaged Software,#BKI,$BKI
2060,BKNG,Booking Holdings Inc. Common Stock,,,$1748.99,-61.34,-3.388%,71049668511.0,United States,,640747.0,Consumer Discretionary,Other Consumer Services,#BKNG,$BKNG
2061,BKR,Baker Hughes Company Class A Common Stock,,,$28.87,-0.76,-2.565%,28424710939.0,United States,,8592451.0,Energy,Oilfield Services/Equipment,#BKR,$BKR
2062,BLK,BlackRock Inc. Common Stock,,,$609.04,-8.92,-1.443%,92271542425.0,United States,1999.0,721809.0,Finance,Investment Bankers/Brokers/Service,#BLK,$BLK
2063,BMO,Bank Of Montreal Common Stock,,,$96.17,-0.18,-0.187%,62361137892.0,Canada,,596633.0,,,#BMO,$BMO
2064,BMRN,BioMarin Pharmaceutical Inc. Common Stock,,,$82.87,-1.05,-1.251%,15330564489.0,United States,1999.0,1106806.0,Health Care,Biotechnology: Pharmaceutical Preparations,#BMRN,$BMRN
2065,BMY,Bristol-Myers Squibb Company Common Stock,,,$77.00,-1.28,-1.635%,163937948867.0,United States,,14219363.0,Health Care,Biotechnology: Pharmaceutical Preparations,#BMY,$BMY
2066,BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,,,$59.21,-0.34,-0.571%,70838725580.0,Canada,,3958399.0,,,#BNS,$BNS
2067,BNTX,BioNTech SE American Depositary Share,,,$149.10,7.12,5.015%,36234165106.0,Germany,2019.0,2494936.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),#BNTX,$BNTX
2068,BP,BP p.l.c. Common Stock,,,$28.35,-0.42,-1.46%,91510493284.0,United Kingdom,,12471949.0,Energy,Integrated oil Companies,#BP,$BP
2069,BR,Broadridge Financial Solutions Inc. Common Stock,,,$142.55,-1.34,-0.931%,16710684902.0,United States,,543927.0,Consumer Discretionary,Business Services,#BR,$BR
2070,BRO,Brown & Brown Inc. Common Stock,,,$58.34,0.34,0.586%,16467804428.0,United States,,1606615.0,Finance,Specialty Insurers,#BRO,$BRO
2071,BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,,,$5.49,-0.1,-1.789%,40951946790.0,Brazil,2009.0,1681760.0,Finance,Commercial Banks,#BSBR,$BSBR
2072,BSX,Boston Scientific Corporation Common Stock,,,$37.27,-0.53,-1.402%,53280118587.0,United States,,8127122.0,Health Care,Medical/Dental Instruments,#BSX,$BSX
2073,BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,,,$42.91,-0.92,-2.099%,96899175899.0,United Kingdom,1998.0,2063465.0,Consumer Discretionary,Farming/Seeds/Milling,#BTI,$BTI
2074,BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),,,$53.95,0.01,0.019%,93721272423.0,Belgium,,1282992.0,Consumer Staples,Beverages (Production/Distribution),#BUD,$BUD
2075,BX,Blackstone Inc. Common Stock,,,$91.23,0.16,0.176%,66423380112.0,United States,2007.0,4636752.0,Finance,Investment Managers,#BX,$BX
2076,BXP,Boston Properties Inc. Common Stock,,,$88.98,-1.03,-1.144%,13944250488.0,United States,1997.0,1237870.0,Real Estate,Real Estate Investment Trusts,#BXP,$BXP
2077,BZ,KANZHUN LIMITED American Depository Shares,,,$26.28,-0.05,-0.19%,11430349160.0,China,2021.0,8037889.0,,,#BZ,$BZ
2078,C,Citigroup Inc. Common Stock,,,$45.99,-1.11,-2.357%,89308925727.0,United States,,21195690.0,Finance,Major Banks,#C,$C
2079,CAG,ConAgra Brands Inc. Common Stock,,,$34.24,-0.09,-0.262%,16430928731.0,United States,,4899556.0,Consumer Staples,Packaged Foods,#CAG,$CAG
2080,CAH,Cardinal Health Inc. Common Stock,,,$52.27,-1.42,-2.645%,14239778212.0,United States,,2041899.0,Health Care,Other Pharmaceuticals,#CAH,$CAH
2081,CAJ,Canon Inc. American Depositary Shares,,,$22.71,0.0,0.00%,23438486179.0,Japan,,195216.0,Consumer Discretionary,Industrial Machinery/Components,#CAJ,$CAJ
2082,CARR,Carrier Global Corporation Common Stock ,,,$35.66,-0.13,-0.363%,30248300876.0,,2020.0,6442340.0,Consumer Discretionary,Wholesale Distributors,#CARR,$CARR
2083,CAT,Caterpillar Inc. Common Stock,,,$178.76,-4.72,-2.572%,95346010425.0,United States,,4196549.0,Industrials,Construction/Ag Equipment/Trucks,#CAT,$CAT
2084,CB,Chubb Limited  Common Stock,,,$196.58,2.81,1.45%,83293180918.0,Switzerland,,1470888.0,Finance,Property-Casualty Insurers,#CB,$CB
2085,CBOE,Cboe Global Markets Inc. Common Stock,,,$113.19,-0.71,-0.623%,12656764313.0,,2010.0,800966.0,Finance,Investment Bankers/Brokers/Service,#CBOE,$CBOE
2086,CBRE,CBRE Group Inc Common Stock Class A,,,$73.61,-0.07,-0.095%,24060205380.0,United States,,1941600.0,Finance,Real Estate,#CBRE,$CBRE
2087,CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,,,$51.61,-0.96,-1.826%,23574892676.0,United Kingdom,,1461225.0,Consumer Staples,Beverages (Production/Distribution),#CCEP,$CCEP
2088,CCI,Crown Castle International Corp. (REIT) Common Stock,,,$168.38,1.07,0.64%,72913874110.0,United States,,2245855.0,Real Estate,Real Estate Investment Trusts,#CCI,$CCI
2089,CCK,Crown Holdings Inc.,,,$92.17,-1.07,-1.148%,11331570315.0,United States,,851106.0,Industrials,Containers/Packaging,#CCK,$CCK
2090,CCL,Carnival Corporation Common Stock,,,$8.65,-0.22,-2.48%,10167429122.0,United States,1987.0,74546543.0,,,#CCL,$CCL
2091,CDNS,Cadence Design Systems Inc. Common Stock,,,$150.03,-0.89,-0.59%,41372122770.0,United States,,2087846.0,Technology,Computer Software: Prepackaged Software,#CDNS,$CDNS
2092,CDW,CDW Corporation Common Stock,,,$157.56,-0.52,-0.329%,21288832843.0,United States,2013.0,797195.0,Technology,EDP Services,#CDW,$CDW
2093,CE,Celanese Corporation Celanese Corporation Common Stock,,,$117.61,-2.12,-1.771%,12738211728.0,United States,2005.0,1164555.0,Industrials,Major Chemicals,#CE,$CE
2094,CEG,Constellation Energy Corporation Common Stock ,,,$57.26,-0.05,-0.087%,18706781133.0,United States,,2424421.0,Utilities,Power Generation,#CEG,$CEG
2095,CF,CF Industries Holdings Inc. Common Stock,,,$85.73,-0.64,-0.741%,17883425456.0,United States,2005.0,2825214.0,Industrials,Agricultural Chemicals,#CF,$CF
2096,CFG,Citizens Financial Group Inc. Common Stock,,,$35.69,-0.44,-1.218%,17682468918.0,United States,2014.0,4394723.0,Finance,Major Banks,#CFG,$CFG
